title,year,length,budget,rating,Genre
Summer Catch,2001,105,17000000,4.5,Romance
Summer Solstice,2003,111,300000,2,Drama
"Summer Sonata, A",2004,30,2000,10,Short
Summer of Sam,1999,142,22000000,6.5,Romance
Summer's Gone,1999,96,15000,6,Unknown
Sunday,1997,94,450000,7.1,Romance
"Sunday Morning Stripper, The",2003,24,22000,7.9,Short
"Sunshine Deli and Grocery, The",2000,93,300000,8.3,Comedy
Sunshine State,2002,141,5600000,7,Drama
Super Mario Bros.,1993,104,42000000,3.6,Comedy
Super Size Me,2004,100,300000,7.7,Documentary
Super Troopers,2001,100,3000000,6.3,Comedy
Superstar,1999,81,14000000,4.5,Comedy
Superstarlet A.D.,2000,70,16000,5.4,Comedy
Surface Calm,2001,18,15000,5.1,Short
Surviving Picasso,1996,125,16000000,6.1,Romance
Suspect Zero,2004,99,27000000,5.7,Drama
Suspended Animation,2001,114,1900000,5.2,Unknown
Svoi,2004,111,2500000,8.4,Drama
Sweepers,1999,93,12500000,3.9,Action
Sweet Angel Mine,1996,88,5000000,5.3,Unknown
Sweet Hideaway,2003,96,350000,1.9,Comedy
Sweet Home Alabama,2002,108,38000000,5.8,Romance
Sweet November,2001,115,40000000,5.5,Romance
"Sweetest Thing, The",2002,90,43000000,4.7,Romance
Swept Away,2002,89,10000000,3.8,Romance
Swimfan,2002,85,8500000,4.5,Drama
Swimming with Sharks,1994,101,700000,7.1,Drama
Swingers,1996,96,200000,7.6,Drama
Swiri,1999,125,5000000,6.6,Romance
Switchback,1997,118,38000000,6.1,Action
Swoon,1992,80,250000,7,Drama
Swordfish,2001,99,80000000,6.2,Action
Swordswallowers and Thin Men,2003,105,2500,8.2,Unknown
Sztuka spadania,2004,5,100000,7.6,Short
T2 3-D: Battle Across Time,1996,12,60000000,7.2,Short
Tadpole,2002,78,150000,6.3,Romance
Taegukgi hwinalrimyeo,2004,140,12800000,8.5,Drama
Tai yang zhi zi,1990,84,35000000,4.8,Action
"Tailor of Panama, The",2001,109,18000000,6.1,Drama
Take Me Somewhere Nice,2004,17,8000,8.8,Short
Tale of the Mummy,1998,119,8000000,3.7,Unknown
"Talented Mr. Ripley, The",1999,139,40000000,7,Drama
Tales from the Hood,1995,98,6000000,5.1,Action
Talk to Taka,2000,12,100000,3.7,Short
Tall Tale,1995,98,32000000,4.8,Unknown
Tank Girl,1995,104,25000000,4.6,Comedy
Tarnation,2003,88,0,7.7,Documentary
Tart,2001,94,3300000,4.6,Drama
Tarzan,1999,88,150000000,7.1,Animation
Tarzan and the Lost City,1998,83,20000000,3.6,Action
"Taxman, The",1999,104,1000000,5.7,Comedy
Tea with Mussolini,1999,117,12000000,6.7,Drama
Tea with Tiffany,2003,6,10000,9.5,Short
Teacher's Pet,2004,74,10000000,5.6,Comedy
Teaching Mrs. Tingle,1999,96,13000000,5,Comedy
Team America: World Police,2004,98,30000000,7.3,Comedy
Tears of the Sun,2003,121,70000000,6.2,Drama
Ted Bundy,2002,99,1200000,5.2,Drama
Teenage Mutant Ninja Turtles,1990,93,13500000,5.5,Action
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,88,25000000,4.6,Action
Tehran 7:00 a.m.,2003,85,500000,6.9,Drama
Telling Lies in America,1997,101,4000000,6.4,Drama
"Temp, The",1993,99,15000000,4.9,Drama
Temporary Girl,1998,90,250000,7.5,Drama
Ten to Chi to,1990,215,42000000,6.4,Drama
Terminal USA,1993,54,365000,6.9,Unknown
"Terminal, The",2004,128,60000000,7.1,Romance
Terminator 2: Judgment Day,1991,154,100000000,8.2,Drama
Terminator 3: Rise of the Machines,2003,109,175000000,6.9,Action
Terror Tract,2000,96,11000000,5.6,Comedy
Terrorists,2004,72,80000,9.4,Comedy
"Testament of Tom Jacoby, The",2001,7,3000,9.4,Short
"Texas Chainsaw Massacre, The",2003,98,9200000,5.9,Action
Texas Rangers,2001,86,38000000,5.1,Drama
Thank God He Met Lizzie,1997,91,2500000,5.9,Romance
Thanksgiving,2004,12,150000,7.9,Short
That 70's Matrix,2001,35,1200,3.9,Short
That Little Monster,1994,56,30000,6.6,Comedy
That Thing You Do!,1996,108,2500000,6.6,Drama
Thaw,2000,14,15000,8.2,Short
Thelma & Louise,1991,129,16500000,7.3,Drama
Theodore Rex,1995,92,33000000,2.2,Comedy
Therapy Group,2003,3,1000,6.1,Short
There Goes My Baby,1994,110,10500000,6.1,Drama
There's Something About Mary,1998,134,23000000,7.2,Romance
They,2002,89,17000000,4.4,Unknown
They Call Him Sasquatch,2003,100,1000000,6.5,Comedy
"Thief, The",2004,31,1000,7.3,Short
"Thin Line Between Love and Hate, A",1996,108,8000000,4.4,Romance
"Thin Red Line, The",1998,170,52000000,7.2,Drama
"Thing Called Love, The",1993,116,14000000,6,Romance
Things to Do in Denver When You're Dead,1995,115,8000000,6.6,Romance
Thir13en Ghosts,2001,87,20000000,5.1,Comedy
Thirteen,2003,100,1500000,7.1,Drama
Thirteen Conversations About One Thing,2001,104,3000000,7.2,Drama
Thirteen Days,2000,145,80000000,7.4,Drama
"Thirteenth Floor, The",1999,100,16000000,6.4,Unknown
This Divided State,2005,88,10000,5.5,Documentary
This Is Not a Love Story,2002,81,1000000,4.2,Drama
This Space Between Us,2000,98,1290000,4.3,Romance
"Thomas Crown Affair, The",1999,113,48000000,6.7,Romance
Thomas and the Magic Railroad,2000,85,19000000,4.2,Unknown
Three Barbecues: A Blackened Comedy,2004,95,25000,9.8,Comedy
Three Kings,1999,114,48000000,7.3,Drama
Three to Tango,1999,98,20000000,6,Romance
Thrill Kill Jack in Hale Manor,2000,80,10000,7.7,Action
Thunder in Guyana,2003,50,150000,9.3,Documentary
Thunderbirds,2004,95,57000000,4.4,Comedy
Thunderpants,2002,87,7000000,4.2,Comedy
"Tigger Movie, The",2000,77,20000000,6.1,Comedy
"Tigre de Santa Julia, El",2002,128,2000000,6.1,Drama
Time Changer,2002,95,825000,4.5,Drama
"Time Machine, The",2002,96,80000000,5.5,Action
Time Out,2004,19,45000,7,Short
Time of Fear,2002,88,800000,5.1,Unknown
"Time to Kill, A",1996,149,40000000,6.9,Drama
Timecode,2000,97,4000000,6.2,Drama
Timeline,2003,116,80000000,5.2,Unknown
Tin Cup,1996,135,45000000,6.2,Romance
Tis the Season,1998,17,10000,9,Short
Titan A.E.,2000,94,75000000,6.4,Animation
Titanic,1997,194,200000000,6.9,Romance
Titus Andronicus,2000,167,16000,3.3,Drama
To Die For,1995,110,20000000,6.7,Drama
To Kill a King,2003,102,14300000,6.1,Drama
Today Was Thursday,2004,16,1000,9.4,Short
Tokyo Breakfast,2001,6,25000,7.5,Short
Tomcats,2001,95,11000000,4.7,Comedy
Tomorrow Never Dies,1997,119,110000000,6.4,Action
Tooth,2004,91,12000000,4.3,Unknown
Top Dog,1995,86,6000000,3.3,Comedy
Torn Apart,2004,84,1500000,2.5,Drama
Torque,2004,81,40000000,3.2,Action
Total Recall,1990,113,65000000,7.2,Action
"Touch, The",2002,103,20000000,4.5,Romance
Town & Country,2001,104,90000000,4.5,Comedy
Toy Story,1995,81,30000000,7.9,Comedy
Toy Story 2,1999,92,90000000,8.1,Comedy
Tracks,2002,92,1000000,5,Drama
Traffic,2000,147,48000000,7.8,Drama
"Trafico, El",2004,5,1000,9.2,Short
Training Day,2001,120,45000000,7.3,Drama
Trainspotting,1996,94,3500000,8,Drama
Trance,1998,94,4000000,3.9,Unknown
Trapped,2002,106,30000000,6,Unknown
Trauma,1993,106,7000000,5.5,Unknown
Travellers and Magicians,2003,108,1800000,7.2,Drama
Treasure Planet,2002,95,140000000,6.6,Drama
Trees Lounge,1996,95,1300000,7.1,Drama
Trekkies,1997,86,375000,6.9,Documentary
Tremors,1990,96,10000000,6.9,Comedy
Tri istorii,1997,109,500000,7.3,Comedy
"Trigger Effect, The",1996,94,8000000,5.4,Drama
Triggermen,2002,96,12000000,5.8,Comedy
Trio,2003,102,1200000,4.7,Unknown
"Triplettes de Belleville, Les",2003,78,8000000,7.7,Comedy
"Triumph of Love, The",2001,112,5000000,5.7,Romance
Trois,2000,93,200000,3.1,Unknown
Trois 3: The Escort,2004,95,1000000,4.8,Drama
Trollywood,2004,82,1000000,9.6,Documentary
Tromeo and Juliet,1996,108,350000,5.8,Drama
Trona,2004,63,5000,8,Drama
Trotsky,1993,98,1500000,4.3,Drama
"Trouble with Lou, The",2001,85,90000,6,Romance
Troy,2004,162,185000000,7.1,Romance
"Truce, The",2001,9,10000,7.8,Short
True,1999,3,1000,7.3,Short
True Lies,1994,141,100000000,7,Romance
True Romance,1993,121,12500000,7.7,Romance
"Truman Show, The",1998,103,60000000,7.7,Drama
Tuck Everlasting,2002,96,15000000,6.5,Romance
Tui shou,1992,105,400000,7.1,Drama
"Tulse Luper Suitcases, Part 1: The Moab Story, The",2003,127,10000000,6.6,Romance
Tumbleweeds,1999,102,312000,6.9,Drama
"Tunnel, Der",2001,188,7100000,8.2,Drama
Turetskii gambit,2005,130,4000000,6.9,Action
Turn It Up,2000,86,9000000,4.3,Drama
Turning Paige,2001,109,1000000,6.9,Drama
"Tuxedo, The",2002,98,60000000,5.1,Comedy
Twelve Monkeys,1995,129,29000000,7.9,Drama
Twelve Steps Outside,2002,88,25000,8.3,Comedy
Twice Today,2001,80,40000,8.2,Drama
Twin Falls Idaho,1999,111,500000,7.1,Drama
Twin Peaks: Fire Walk with Me,1992,135,10000000,6.5,Drama
Twin Town,1997,99,3300000,6.1,Drama
Twist,2003,97,350000,6,Drama
Twister,1996,113,92000000,5.9,Drama
Two Can Play That Game,2001,93,6000000,5.8,Romance
Two Girls and a Guy,1997,84,1000000,5.6,Drama
Two Lords,2002,8,2500,9.5,Short
Two Story House,2003,14,3000,8,Short
Two Weeks Notice,2002,101,60000000,5.8,Romance
U Turn,1997,125,19000000,6.5,Drama
U-571,2000,116,62000000,6.5,Drama
U.S. Marshals,1998,131,60000000,6.1,Drama
Ulee's Gold,1997,113,2700000,7.1,Drama
Uma Aventura do Zico,1998,93,5300000,2.3,Unknown
UnConventional,2004,99,50000,4.6,Documentary
"Unbelievable Truth, The",2003,9,3300,7.4,Short
Unbreakable,2000,106,75000000,7.1,Drama
Uncivilized,1994,91,1000000,4.8,Action
Uncle Sam,1997,89,2000000,3.3,Unknown
Uncovered: The Whole Truth About the Iraq War,2003,56,50000,7.9,Documentary
Under Siege,1992,98,12000000,6.1,Drama
Under Siege 2: Dark Territory,1995,99,60000000,4.9,Drama
Under Suspicion,2000,111,25000000,6.4,Drama
Under the Skin,1997,82,1000000,6.5,Drama
Under the Tuscan Sun,2003,113,18000000,6.7,Romance
Undercover Brother,2002,85,25000000,6,Comedy
Underneath,1995,99,6500000,6.3,Drama
Undisputed,2002,96,20000000,5.6,Drama
Une chance sur deux,1998,110,32000000,5.6,Drama
Unfaithful,2002,125,50000000,6.6,Drama
Unforgettable,1996,117,18000000,5.7,Unknown
"Union in Wait, A",2001,45,15000,6.7,Short
Universal Soldier,1992,99,23000000,5.2,Action
University Heights,2004,95,10000,7.9,Drama
Unmade Beds,1997,95,1000000,6.7,Documentary
"Unsaid, The",2001,108,22000000,6.5,Unknown
Unstoppable,2004,96,15000000,4.8,Drama
"Untold, The",2002,92,3000000,3.8,Action
Up 'n' Under,1998,99,1000000,5.2,Comedy
Up Close & Personal,1996,124,60000000,5.7,Romance
"Upside of Anger, The",2005,118,13200000,7.2,Romance
"Upstairs Neighbour, The",1994,90,100000,6.1,Unknown
Urban Ghost Story,1998,82,300000,5.3,Drama
Urban Legend,1998,99,14000000,5.1,Unknown
Urban Legends: Final Cut,2000,97,15000000,3.8,Unknown
Urban Relics,1998,96,500000,8.3,Comedy
Urbania,2000,106,225000,6.9,Drama
Usher,2004,91,55000,7.3,Drama
"Usual Suspects, The",1995,106,6000000,8.7,Unknown
Utomlyonnye solntsem,1994,132,2800000,7.6,Drama
V leru,1999,92,250000,7,Drama
Vacant Lot,2000,108,75000,6.1,Romance
Vakvagany,2002,86,20000,6.3,Documentary
Valence Theory,2004,94,100000,5.3,Action
Valentine,2001,96,10000000,4.2,Unknown
Vampire in Brooklyn,1995,100,14000000,4.4,Romance
Vampires,1998,106,20000000,5.6,Action
Van Helsing,2004,132,160000000,5.4,Action
Van Wilder,2002,94,6000000,5.8,Comedy
Vanilla Sky,2001,136,68000000,6.9,Romance
"Vanishing Point, The",1998,14,2000,9,Short
Vanity Fair,2004,141,23000000,6.1,Romance
Varsity Blues,1999,100,16000000,6,Drama
Vatel,2000,125,36000000,6.4,Romance
"Vault, The",2005,87,100000,2.4,Action
Veer-Zaara,2004,192,7000000,7.2,Romance
"Velocity of Gary, The",1998,100,4000000,4.7,Romance
Velvet and Rat Skins,2003,6,2000,9.4,Short
Veronica Guerin,2003,92,17000000,6.8,Drama
Veronika's Birthday,2004,39,15000,9.2,Short
"Versace Murder, The",1998,91,4000000,3.6,Drama
Vertical Limit,2000,124,75000000,5.6,Action
Very Bad Things,1998,100,10000000,5.8,Comedy
"Very Brady Sequel, A",1996,90,15000000,5.3,Comedy
"Vicious Sweet, The",1997,90,3000,3.2,Unknown
"Victim, The",2004,16,15000,9.8,Short
Victoria para chino,2004,13,12000,6.8,Short
Village of the Damned,1995,99,7000000,5.1,Unknown
"Village, The",2004,108,60000000,6.6,Drama
"Violon rouge, Le",1998,140,10000000,7.8,Romance
"Virgin Suicides, The",1999,90,6000000,7.2,Drama
Virtuosity,1995,106,30000000,5.3,Action
"Visage, The",2003,40,60000,7.2,Short
Visceral Matter,1997,48,60000,7,Short
Viva Sapato!,2002,94,1000000,6.8,Comedy
Vizontele,2001,110,2500000,7.8,Drama
Vizontele Tuuba,2004,111,3000000,5.6,Drama
Voditel dlya Very,2004,105,3300000,7.7,Drama
"Voice Inside, The",2001,13,1000,8.9,Short
Volcano,1997,104,90000000,5.2,Drama
Vor,1997,110,2000000,7.2,Drama
W pustyni i w puszczy,2001,111,4200000,5.9,Unknown
Wag the Dog,1997,97,15000000,7,Comedy
Waiting for Guffman,1996,84,4000000,7.6,Comedy
Waiting to Exhale,1995,127,15000000,5.1,Drama
Waking Ned,1998,92,3000000,7.3,Comedy
Walk Don't Walk,2001,60,5000000,7.6,Short
"Walk in the Clouds, A",1995,102,20000000,6.2,Romance
"Walk on the Moon, A",1999,105,14000000,6.6,Romance
"Walk to Remember, A",2002,101,11000000,6.8,Romance
Walking Across Egypt,1999,100,4500000,6.9,Drama
Walking Tall,2004,87,56000000,5.9,Drama
Walking and Talking,1996,86,1000000,6.6,Romance
"War Effort, The",2003,106,15000,8.7,Comedy
Warlock: The Armageddon,1993,98,3000000,4.6,Unknown
"Warning, The",2004,9,6500,7,Short
Warriors of Virtue,1997,101,35000000,3.6,Action
"Wash, The",2001,93,4000000,3.7,Comedy
"Watcher, The",2000,97,33000000,5.2,Unknown
Waterborne,2005,120,198000,7.6,Drama
"Waterboy, The",1998,90,23000000,5.5,Comedy
Waterworld,1995,176,175000000,5.4,Drama
"Way of the Gun, The",2000,120,9000000,6.5,Unknown
Way of the Vampire,2005,90,1000000,3,Unknown
Wayward Son,1999,96,7700000,5.1,Drama
We Don't Live Here Anymore,2004,101,3000000,6.1,Drama
We Were Soldiers,2002,143,75000000,7.1,Drama
Weapon of Mass Destruction,2004,81,25000,8.2,Comedy
Wedding Advice: Speak Now or Forever Hold Your Peace,2002,57,150000,9.1,Documentary
"Wedding Date, The",2005,90,15000000,5,Romance
"Wedding Planner, The",2001,103,35000000,4.9,Romance
"Wedding Toast, The",2003,30,22000,8.8,Short
Wednesday Afternoon,2004,24,40000,8.3,Short
"Weed: Or, A Cancer in the Community",2003,15,4750,8.2,Short
"Weight of Water, The",2000,113,16000000,6,Unknown
Welcome to Collinwood,2002,86,12000000,6.1,Comedy
Welcome to Mooseport,2004,117,26000000,5.3,Comedy
Welcome to Sarajevo,1997,103,9000000,6.8,Drama
Welcome to the Dollhouse,1995,88,800000,7.4,Drama
"Well, The",1997,101,3000000,6.2,Drama
Werewolf,1996,99,350000,2,Unknown
Wesley Cash,2004,73,20000,8.2,Action
West Bank Story,2005,20,74000,7.6,Short
West Beyrouth,1998,105,800000,7.3,Drama
What Dreams May Come,1998,113,85000000,6.3,Romance
What Happened Was...,1994,91,120000,7,Romance
What Is Funny?,2004,10,30000,9.5,Short
What Lies Beneath,2000,130,90000000,6.6,Drama
What Planet Are You From?,2000,104,50000000,5.6,Comedy
What Women Want,2000,127,65000000,6.4,Romance
What a Girl Wants,2003,105,20000000,5.7,Romance
What's Eating Gilbert Grape,1993,118,11000000,7.6,Drama
What's the Worst That Could Happen?,2001,97,45000000,5,Comedy
Whatever It Takes,2000,94,15000000,5.2,Romance
When Tyrants Kiss,2004,93,4000,8.1,Unknown
When Zachary Beaver Came to Town,2003,85,3000000,7.9,Drama
Where the Heart Is,2000,120,15000000,6.4,Romance
Where the Money Is,2000,89,18000000,6.2,Drama
Where's Marlowe?,1998,97,3500000,6.2,Comedy
While You Were Sleeping,1995,103,17000000,6.5,Romance
Whipped,2000,82,3000000,4.4,Romance
Whisky,2004,99,500000,8,Comedy
Whistlin' Dixie,2004,19,5000,9.6,Short
White Like Me,2004,15,40000,8.9,Short
White Oleander,2002,109,16000000,6.9,Drama
White Squall,1996,129,38000000,6.4,Drama
Whole,2003,55,50000,7.5,Documentary
"Whole Nine Yards, The",2000,98,24000000,6.6,Comedy
"Whole Ten Yards, The",2004,98,40000000,4.8,Comedy
"Whole Wide World, The",1996,111,1300000,7.4,Drama
Wholey Moses,2003,22,67000,4.2,Short
Why We Had to Kill Bitch,2003,82,15000,5.8,Romance
Wicked Spring,2002,102,500000,5.6,Drama
Wicker Park,2004,114,30000000,6.4,Romance
Wide Asleep,2002,19,6000,9.5,Short
Wide Awake,1998,88,7000000,6,Drama
Wild Things,1998,115,20000000,6.6,Unknown
"Wild Thornberrys Movie, The",2002,85,35000000,4.7,Comedy
Wild Wild West,1999,107,170000000,4,Comedy
Wild at Heart,1990,124,9500000,7,Romance
Wilde,1997,118,10000000,6.9,Drama
Willard,2003,100,22000000,6.2,Drama
Wimbledon,2004,98,31000000,6.3,Romance
Win a Date with Tad Hamilton!,2004,95,24000000,5.8,Romance
Wind River,1998,97,5500000,5.4,Drama
Windtalkers,2002,153,115000000,5.9,Drama
Wing Commander,1999,96,30000000,3.7,Action
Winning New Hampshire,2004,45,15000,8.1,Short
Winter Solstice,2000,30,25000,8,Short
Winterlude,2005,95,35000,7.6,Comedy
Wisegirls,2002,96,11000000,5.7,Drama
Wishcraft,2002,97,5000000,5,Unknown
Wishmaster,1997,90,5000000,5,Unknown
Witchboard III: The Possession,1995,93,2000000,3.4,Unknown
Witchcraft V: Dance with the Devil,1993,94,1000000,2.4,Unknown
Without Limits,1998,117,25000000,6.8,Drama
Without a Paddle,2004,95,19000000,5.4,Comedy
Wo hu cang long,2000,120,15000000,8.2,Romance
Wolf,1994,125,70000000,5.9,Romance
Wolf Creek,2005,95,1000000,4.8,Unknown
Woman on Top,2000,92,8000000,5.3,Romance
Women Talking Dirty,1999,97,5000000,5.8,Comedy
Wonder,2001,31,40000,7,Short
Wonder Boys,2000,111,35000000,7.6,Drama
Wong Fei-hung chi saiwik hung si,1997,102,12000000,6.2,Action
Woo,1998,84,13000000,3.5,Romance
"Wood, The",1999,102,6000000,6.2,Romance
"Word Universe: A Journey to West Africa, The",1995,91,25000,1.8,Documentary
"Work and the Glory, The",2004,118,7500000,6.3,Romance
"Work and the Story, The",2003,77,103000,5.8,Comedy
"World Is Not Enough, The",1999,128,135000000,6.3,Action
World Traveler,2001,103,2000000,5.4,Drama
World's Finest,2004,3,12000,6.7,Short
Wounded Hearts,2002,93,50000,3.6,Drama
Writer's Block,2003,23,1200,7.2,Short
Wyatt Earp,1994,212,63000000,6.1,Unknown
"X Files, The",1998,121,66000000,6.7,Action
X-Men,2000,104,75000000,7.3,Action
X2,2003,133,110000000,7.9,Action
Yard Sale,2004,103,800000,8.6,Romance
"Yards, The",2000,115,20000000,6.3,Drama
Yazi tura,2004,102,10000,8.6,Drama
Yellow Bird,2001,30,100000,8,Short
Yerma,1999,118,1670000,5.5,Drama
Yes and,2004,92,5000,8.5,Comedy
Yesil isik,2002,111,1500000,3.7,Romance
Ying xiong,2002,93,30000000,8.1,Drama
Yo Alien,2002,95,100000,7,Unknown
Yo puta,2004,76,6000000,4.3,Drama
You Are Here,2004,91,100000,5.6,Drama
You Can Count on Me,2000,111,1200000,7.8,Drama
You Got Served,2004,95,8000000,1.9,Drama
You've Got Mail,1998,119,65000000,6.2,Romance
Young Americans,2004,15,40000,9.5,Short
"Young Americans, The",1993,104,3000000,5.6,Drama
Young Gentlemen,2004,24,30000,9.7,Short
Your Friends & Neighbors,1998,100,5000000,6.4,Drama
Yume,1990,119,12000000,7.5,Drama
Zar Gul,1995,140,1700000,6.8,Unknown
Zephyr,2003,28,28000,7.7,Short
Zero,2000,20,0,8.1,Short
Zero Effect,1998,116,5000000,7,Comedy
Zimmer Feri,1998,97,500000,6.3,Comedy
Zivot je cudo,2004,155,8000000,7.8,Romance
Zohar,1993,116,800000,5.9,Drama
Zoo Radio,1990,90,100000,4.6,Unknown
"Zookeeper, The",2001,108,6000000,7.7,Drama
Zoolander,2001,89,28000000,6.1,Comedy
Zvezda,2002,97,1300000,7.5,Drama
Zzyzx,2005,90,1000000,8,Unknown
xXx,2002,132,85000000,5.5,Action
xXx: State of the Union,2005,101,87000000,3.9,Action
